price,count,add_cost,company,product
30.85,93,3.3,HomeSystems,"Smart TV 50"""
257.08,78,16.11,AudioMasters,Headphones Travel
623.06,62,48.14,OfficePlus,Mouse Ergo
237.86,82,10.5,GadgetWorld,Wireless Earbuds Lite
79.39,98,5.29,GadgetWorld,Wireless Earbuds Pro
68.3,102,8.19,AudioMasters,Headphones Studio
756.75,49,62.36,HomeSystems,"Smart TV 32"""
517.71,68,12.37,OfficePlus,Mouse Wireless
403.4,101,59.42,HomeSystems,"Smart TV 55"""
730.79,56,50.14,HomeSystems,"Smart TV 32"""
317.41,73,25.26,OfficePlus,Mouse Ergo
810.67,60,106.36,ElectroTech,Smartphone X209
829.91,53,47.12,ElectroTech,Smartphone X208
767.85,72,56.76,OfficePlus,Mouse Compact
250.84,77,23.08,AudioMasters,Headphones Elite
428.28,90,22.95,OfficePlus,Mouse Gaming
593.6,69,41.22,OfficePlus,Mouse Gaming
328.68,59,9.89,OfficePlus,Mouse Ergo
858.65,47,117.39,HomeSystems,"Smart TV 50"""
64.44,96,9.48,GadgetWorld,Wireless Earbuds Pro
451.33,71,39.04,GadgetWorld,Wireless Earbuds Pro
385.9,84,10.37,HomeSystems,"Smart TV 32"""
622.74,74,81.56,HomeSystems,"Smart TV 65"""
645.65,67,93.59,ElectroTech,Smartphone X205
272.02,91,34.4,AudioMasters,Headphones Pro
924.29,55,52.25,HomeSystems,"Smart TV 65"""
660.98,70,80.96,OfficePlus,Mouse Compact
141.85,87,12.73,AudioMasters,Headphones Pro
48.16,85,2.78,OfficePlus,Mouse Wireless
995.21,54,134.2,GadgetWorld,Wireless Earbuds Pro
695.55,67,70.81,ElectroTech,Smartphone X209
376.99,79,48.2,AudioMasters,Headphones Travel
173.2,89,13.04,AudioMasters,Headphones Pro
672.77,78,35.01,ElectroTech,Smartphone X210
299.57,74,34.91,OfficePlus,Mouse Compact
878.64,70,117.79,ElectroTech,Smartphone X207
689.42,61,31.06,HomeSystems,"Smart TV 43"""
907.72,54,63.72,ElectroTech,Smartphone X205
755.51,61,110.87,HomeSystems,"Smart TV 55"""
508.31,64,65.74,GadgetWorld,Wireless Earbuds Lite
430.92,83,40.26,HomeSystems,"Smart TV 32"""
307.23,80,28.05,HomeSystems,"Smart TV 55"""
321.49,94,20.01,OfficePlus,Mouse Gaming
417.47,81,12.16,ElectroTech,Smartphone X210
179.76,84,7.01,AudioMasters,Headphones Elite
649.62,75,52.35,ElectroTech,Smartphone X206
577.68,51,67.8,GadgetWorld,Wireless Earbuds Lite
758.79,66,101.38,ElectroTech,Smartphone X200
852.43,56,63.75,ElectroTech,Smartphone X200
867.68,47,63.22,OfficePlus,Mouse Compact
1091.17,41,94.27,ElectroTech,Smartphone X209
698.42,65,28.0,ElectroTech,Smartphone X205
125.19,129,7.33,AudioMasters,Headphones Pro
351.21,93,17.31,GadgetWorld,Wireless Earbuds Pro
311.66,97,6.39,AudioMasters,Headphones Elite
762.97,61,104.03,ElectroTech,Smartphone X202
883.54,50,64.62,OfficePlus,Mouse Wireless
930.84,51,27.36,OfficePlus,Mouse Wireless
359.55,107,52.6,OfficePlus,Mouse Gaming
227.76,84,29.03,GadgetWorld,Wireless Earbuds Air
124.96,80,18.61,AudioMasters,Headphones Elite
594.87,56,44.5,GadgetWorld,Wireless Earbuds Pro
493.95,79,50.36,OfficePlus,Mouse Wireless
989.79,48,107.78,GadgetWorld,Wireless Earbuds Pro
97.95,101,2.21,GadgetWorld,Wireless Earbuds Air
299.78,78,12.51,GadgetWorld,Wireless Earbuds Pro
66.94,93,2.75,AudioMasters,Headphones Studio
721.88,50,107.38,GadgetWorld,Wireless Earbuds Max
547.69,77,29.95,GadgetWorld,Wireless Earbuds Air
470.96,64,32.43,GadgetWorld,Wireless Earbuds Pro
701.16,72,48.05,ElectroTech,Smartphone X200
695.06,73,60.64,GadgetWorld,Wireless Earbuds Air
177.88,82,25.54,OfficePlus,Mouse Compact
45.68,100,4.0,HomeSystems,"Smart TV 65"""
543.88,78,14.59,OfficePlus,Mouse Ergo
324.61,97,26.66,GadgetWorld,Wireless Earbuds Lite
67.18,94,6.63,OfficePlus,Mouse Gaming
906.99,67,114.21,OfficePlus,Mouse Ergo
67.74,101,3.95,HomeSystems,"Smart TV 32"""
460.43,83,15.89,HomeSystems,"Smart TV 43"""
143.89,97,3.0,HomeSystems,"Smart TV 43"""
333.57,83,28.31,HomeSystems,"Smart TV 55"""
554.54,71,36.67,OfficePlus,Mouse Gaming
308.45,92,30.84,HomeSystems,"Smart TV 55"""
77.68,108,10.88,OfficePlus,Mouse Wireless
327.01,84,37.59,OfficePlus,Mouse Gaming
785.57,56,114.3,ElectroTech,Smartphone X204
849.3,52,120.18,OfficePlus,Mouse Gaming
985.64,53,29.49,ElectroTech,Smartphone X200
709.44,47,83.88,ElectroTech,Smartphone X207
545.79,72,14.69,HomeSystems,"Smart TV 32"""
864.88,53,40.32,ElectroTech,Smartphone X206
43.15,91,5.96,HomeSystems,"Smart TV 43"""
93.07,77,6.05,AudioMasters,Headphones Pro
858.72,75,81.18,OfficePlus,Mouse Ergo
717.16,46,101.69,ElectroTech,Smartphone X212
762.43,63,37.98,ElectroTech,Smartphone X202
379.65,78,15.28,AudioMasters,Headphones Studio
383.76,83,16.34,HomeSystems,"Smart TV 55"""
135.9,85,14.59,AudioMasters,Headphones Travel
703.46,69,17.2,HomeSystems,"Smart TV 43"""
196.45,78,13.85,GadgetWorld,Wireless Earbuds Air
721.28,69,15.81,ElectroTech,Smartphone X209
712.35,56,39.97,HomeSystems,"Smart TV 50"""
840.4,57,64.41,HomeSystems,"Smart TV 43"""
471.98,77,39.38,HomeSystems,"Smart TV 50"""
874.28,54,71.94,ElectroTech,Smartphone X205
978.25,50,101.26,OfficePlus,Mouse Compact
615.3,68,65.15,HomeSystems,"Smart TV 50"""
315.11,88,11.41,OfficePlus,Mouse Ergo
432.8,85,13.0,OfficePlus,Mouse Ergo
281.91,98,20.91,AudioMasters,Headphones Studio
154.38,103,10.75,GadgetWorld,Wireless Earbuds Lite
680.96,66,97.27,ElectroTech,Smartphone X213
621.91,74,43.07,OfficePlus,Mouse Gaming
876.14,53,45.98,ElectroTech,Smartphone X205
383.51,75,12.65,GadgetWorld,Wireless Earbuds Lite
95.56,109,3.26,HomeSystems,"Smart TV 43"""
531.16,61,69.51,GadgetWorld,Wireless Earbuds Lite
127.34,91,17.29,HomeSystems,"Smart TV 55"""
223.83,78,11.32,HomeSystems,"Smart TV 55"""
784.19,63,26.51,ElectroTech,Smartphone X209
103.61,97,8.27,AudioMasters,Headphones Travel
268.34,97,34.75,AudioMasters,Headphones Pro
972.91,53,31.29,OfficePlus,Mouse Wireless
803.93,56,87.75,ElectroTech,Smartphone X209
63.51,86,3.62,AudioMasters,Headphones Pro
358.14,86,43.17,OfficePlus,Mouse Wireless
810.81,55,84.0,GadgetWorld,Wireless Earbuds Pro
108.28,96,6.89,AudioMasters,Headphones Studio
858.5,48,49.55,ElectroTech,Smartphone X213
860.88,69,70.95,GadgetWorld,Wireless Earbuds Air
818.87,66,67.46,GadgetWorld,Wireless Earbuds Air
130.54,76,7.75,AudioMasters,Headphones Studio
259.16,77,10.88,AudioMasters,Headphones Studio
906.4,50,37.71,OfficePlus,Mouse Ergo
91.78,97,6.24,AudioMasters,Headphones Travel
747.11,56,20.04,GadgetWorld,Wireless Earbuds Air
120.92,84,16.16,HomeSystems,"Smart TV 65"""
93.85,97,8.59,GadgetWorld,Wireless Earbuds Max
748.81,74,103.6,HomeSystems,"Smart TV 32"""
285.48,86,36.11,AudioMasters,Headphones Pro
725.8,70,73.37,GadgetWorld,Wireless Earbuds Pro
90.32,86,7.46,AudioMasters,Headphones Elite
277.89,100,41.39,AudioMasters,Headphones Pro
938.13,63,129.3,GadgetWorld,Wireless Earbuds Pro
101.89,91,8.5,OfficePlus,Mouse Ergo
655.75,71,33.34,ElectroTech,Smartphone X202
96.26,71,3.88,AudioMasters,Headphones Travel
214.29,88,19.55,OfficePlus,Mouse Wireless
176.51,98,16.45,OfficePlus,Mouse Gaming
594.47,65,47.97,GadgetWorld,Wireless Earbuds Pro
373.84,91,31.23,AudioMasters,Headphones Studio
366.24,78,27.29,GadgetWorld,Wireless Earbuds Max
469.52,66,31.47,GadgetWorld,Wireless Earbuds Lite
232.15,81,7.51,AudioMasters,Headphones Travel
713.1,75,95.8,OfficePlus,Mouse Wireless
258.28,77,37.22,AudioMasters,Headphones Travel
312.54,83,9.14,AudioMasters,Headphones Travel
670.65,56,58.64,HomeSystems,"Smart TV 55"""
766.47,64,109.16,ElectroTech,Smartphone X203
736.96,68,85.67,ElectroTech,Smartphone X208
692.1,77,62.61,ElectroTech,Smartphone X214
405.68,86,41.76,HomeSystems,"Smart TV 43"""
473.84,73,16.63,HomeSystems,"Smart TV 32"""
774.74,62,80.89,GadgetWorld,Wireless Earbuds Lite
314.78,78,41.4,AudioMasters,Headphones Pro
661.05,70,39.65,ElectroTech,Smartphone X209
297.23,96,42.31,AudioMasters,Headphones Elite
955.97,54,53.59,HomeSystems,"Smart TV 32"""
40.92,116,6.13,OfficePlus,Mouse Ergo
316.25,71,46.21,AudioMasters,Headphones Pro
940.33,44,139.14,ElectroTech,Smartphone X212
323.33,82,30.35,HomeSystems,"Smart TV 43"""
508.39,65,72.3,OfficePlus,Mouse Compact
633.9,77,39.91,OfficePlus,Mouse Gaming
1043.74,42,91.21,ElectroTech,Smartphone X202
210.8,82,10.43,AudioMasters,Headphones Studio
817.08,60,62.47,ElectroTech,Smartphone X214
868.47,55,99.03,HomeSystems,"Smart TV 43"""
932.42,52,75.93,GadgetWorld,Wireless Earbuds Pro
329.15,84,33.04,HomeSystems,"Smart TV 32"""
282.54,91,27.42,AudioMasters,Headphones Pro
245.89,94,32.06,AudioMasters,Headphones Studio
811.77,67,38.72,ElectroTech,Smartphone X204
649.21,70,28.26,OfficePlus,Mouse Wireless
622.15,88,83.07,HomeSystems,"Smart TV 43"""
287.57,94,21.14,OfficePlus,Mouse Wireless
21.25,88,2.78,OfficePlus,Mouse Ergo
591.62,77,80.1,HomeSystems,"Smart TV 50"""
161.34,96,9.91,AudioMasters,Headphones Elite
396.74,74,19.36,OfficePlus,Mouse Gaming
125.89,100,2.78,AudioMasters,Headphones Elite
179.5,92,24.72,AudioMasters,Headphones Pro
304.14,86,33.76,HomeSystems,"Smart TV 50"""
191.38,99,7.77,OfficePlus,Mouse Gaming
184.13,84,23.74,OfficePlus,Mouse Gaming
943.73,42,70.41,OfficePlus,Mouse Wireless
791.95,59,63.42,HomeSystems,"Smart TV 32"""
416.09,67,21.94,OfficePlus,Mouse Ergo
807.16,74,89.21,ElectroTech,Smartphone X205
50.03,115,1.48,AudioMasters,Headphones Pro
216.26,80,28.4,GadgetWorld,Wireless Earbuds Max
885.84,52,26.2,HomeSystems,"Smart TV 65"""
236.01,100,35.35,AudioMasters,Headphones Travel
462.76,80,25.69,GadgetWorld,Wireless Earbuds Pro
631.7,70,23.8,HomeSystems,"Smart TV 65"""
484.72,83,46.62,OfficePlus,Mouse Gaming
260.09,91,33.38,GadgetWorld,Wireless Earbuds Air
632.31,72,84.55,ElectroTech,Smartphone X207
311.68,81,24.58,AudioMasters,Headphones Pro
887.16,63,85.16,GadgetWorld,Wireless Earbuds Pro
408.99,74,42.27,HomeSystems,"Smart TV 43"""
991.05,50,144.27,ElectroTech,Smartphone X206
616.07,75,79.89,ElectroTech,Smartphone X204
202.41,92,11.17,AudioMasters,Headphones Elite
937.86,61,96.78,GadgetWorld,Wireless Earbuds Max
741.89,65,37.04,OfficePlus,Mouse Compact
424.98,66,25.64,OfficePlus,Mouse Ergo
677.0,62,96.52,ElectroTech,Smartphone X205
102.51,113,8.74,OfficePlus,Mouse Ergo
236.99,96,33.39,OfficePlus,Mouse Compact
215.49,84,11.5,OfficePlus,Mouse Wireless
123.01,99,9.44,AudioMasters,Headphones Pro
181.44,75,18.53,GadgetWorld,Wireless Earbuds Lite
639.62,56,32.64,ElectroTech,Smartphone X201
316.59,84,28.06,AudioMasters,Headphones Studio
847.51,64,50.58,OfficePlus,Mouse Wireless
373.39,91,20.9,OfficePlus,Mouse Compact
789.83,58,52.31,GadgetWorld,Wireless Earbuds Air
888.1,61,45.37,ElectroTech,Smartphone X211
142.78,76,9.1,GadgetWorld,Wireless Earbuds Lite
391.04,82,39.07,GadgetWorld,Wireless Earbuds Pro
498.8,84,69.64,HomeSystems,"Smart TV 32"""
221.54,88,29.21,GadgetWorld,Wireless Earbuds Max
884.25,55,42.1,ElectroTech,Smartphone X209
197.45,87,12.45,HomeSystems,"Smart TV 55"""
601.15,71,39.99,OfficePlus,Mouse Wireless
636.21,78,55.97,HomeSystems,"Smart TV 32"""
276.1,105,25.22,GadgetWorld,Wireless Earbuds Max
294.87,79,18.56,AudioMasters,Headphones Pro
166.65,102,6.55,HomeSystems,"Smart TV 65"""
1087.72,32,109.76,ElectroTech,Smartphone X205
152.03,108,20.23,AudioMasters,Headphones Elite
327.4,89,18.27,AudioMasters,Headphones Travel
942.24,48,23.64,OfficePlus,Mouse Ergo
791.69,52,89.93,ElectroTech,Smartphone X206
646.37,62,25.5,ElectroTech,Smartphone X214
981.67,41,75.94,OfficePlus,Mouse Compact
911.58,52,87.47,ElectroTech,Smartphone X213
569.78,82,19.99,HomeSystems,"Smart TV 32"""
113.99,106,16.01,OfficePlus,Mouse Gaming
767.47,64,38.09,OfficePlus,Mouse Ergo
103.83,90,11.11,AudioMasters,Headphones Travel
661.8,70,33.88,HomeSystems,"Smart TV 32"""
503.09,64,30.24,HomeSystems,"Smart TV 32"""
745.66,67,30.46,OfficePlus,Mouse Ergo
840.86,59,115.59,GadgetWorld,Wireless Earbuds Lite
955.52,61,110.4,ElectroTech,Smartphone X209
724.3,56,30.6,HomeSystems,"Smart TV 50"""
729.05,75,29.88,ElectroTech,Smartphone X205
244.93,96,32.72,AudioMasters,Headphones Studio
645.36,71,24.09,HomeSystems,"Smart TV 50"""
569.99,72,85.44,ElectroTech,Smartphone X204
950.47,54,106.59,ElectroTech,Smartphone X212
232.02,88,8.71,AudioMasters,Headphones Travel
466.77,66,18.23,HomeSystems,"Smart TV 65"""
1104.9,44,59.37,ElectroTech,Smartphone X204
440.26,91,55.38,OfficePlus,Mouse Gaming
514.28,68,39.18,GadgetWorld,Wireless Earbuds Air
225.3,102,30.97,GadgetWorld,Wireless Earbuds Air
382.94,84,43.33,GadgetWorld,Wireless Earbuds Pro
265.5,93,16.36,GadgetWorld,Wireless Earbuds Max
107.84,95,14.39,HomeSystems,"Smart TV 55"""
191.0,104,5.39,OfficePlus,Mouse Wireless
157.92,77,6.08,AudioMasters,Headphones Elite
720.26,61,67.77,ElectroTech,Smartphone X203
290.94,78,6.46,GadgetWorld,Wireless Earbuds Air
748.25,56,86.81,ElectroTech,Smartphone X203
41.44,98,5.34,GadgetWorld,Wireless Earbuds Air
74.71,97,8.47,HomeSystems,"Smart TV 65"""
466.58,80,29.56,GadgetWorld,Wireless Earbuds Air
272.19,93,10.96,OfficePlus,Mouse Compact
867.57,54,71.84,GadgetWorld,Wireless Earbuds Pro
965.98,48,66.52,GadgetWorld,Wireless Earbuds Lite
772.13,55,53.55,ElectroTech,Smartphone X211
937.28,53,107.97,GadgetWorld,Wireless Earbuds Air
850.45,55,66.43,ElectroTech,Smartphone X201
710.36,60,57.94,GadgetWorld,Wireless Earbuds Lite
184.3,90,27.17,AudioMasters,Headphones Elite
174.71,85,19.74,GadgetWorld,Wireless Earbuds Air
306.58,80,19.9,OfficePlus,Mouse Ergo
199.9,106,14.62,AudioMasters,Headphones Travel
112.45,97,12.8,AudioMasters,Headphones Pro
117.98,95,4.21,AudioMasters,Headphones Studio
952.17,56,109.1,ElectroTech,Smartphone X214
842.39,72,114.74,ElectroTech,Smartphone X202
521.55,78,16.74,HomeSystems,"Smart TV 50"""
932.62,47,40.88,ElectroTech,Smartphone X201
772.63,62,96.57,OfficePlus,Mouse Wireless
214.86,83,10.52,AudioMasters,Headphones Studio
229.65,83,22.16,GadgetWorld,Wireless Earbuds Max
626.53,67,38.9,HomeSystems,"Smart TV 32"""
110.06,83,9.59,OfficePlus,Mouse Ergo
544.36,63,74.84,HomeSystems,"Smart TV 43"""
933.59,49,67.22,HomeSystems,"Smart TV 50"""
644.29,85,64.42,ElectroTech,Smartphone X213
380.31,73,18.41,AudioMasters,Headphones Pro
965.77,54,23.36,OfficePlus,Mouse Wireless
786.26,76,116.79,GadgetWorld,Wireless Earbuds Lite
839.93,65,125.16,ElectroTech,Smartphone X200
518.03,66,30.35,HomeSystems,"Smart TV 55"""
68.62,104,4.77,GadgetWorld,Wireless Earbuds Pro
633.54,65,79.36,OfficePlus,Mouse Compact
674.86,72,83.01,GadgetWorld,Wireless Earbuds Pro
112.51,101,3.5,GadgetWorld,Wireless Earbuds Max
373.54,87,13.15,GadgetWorld,Wireless Earbuds Air
182.13,94,24.78,HomeSystems,"Smart TV 50"""
840.55,54,106.77,ElectroTech,Smartphone X203
855.19,54,98.18,OfficePlus,Mouse Wireless
161.19,111,9.08,AudioMasters,Headphones Studio
269.09,79,12.78,GadgetWorld,Wireless Earbuds Pro
60.25,100,1.3,GadgetWorld,Wireless Earbuds Lite
815.66,53,87.94,ElectroTech,Smartphone X212
655.65,65,59.3,ElectroTech,Smartphone X208
567.72,82,37.88,GadgetWorld,Wireless Earbuds Air
664.56,66,75.49,GadgetWorld,Wireless Earbuds Air
91.29,100,4.43,AudioMasters,Headphones Elite
203.47,100,28.35,AudioMasters,Headphones Studio
908.64,56,129.84,ElectroTech,Smartphone X202
882.32,51,98.31,GadgetWorld,Wireless Earbuds Lite
667.38,71,55.24,ElectroTech,Smartphone X211
723.78,78,99.36,OfficePlus,Mouse Ergo
362.66,74,23.1,HomeSystems,"Smart TV 65"""
467.06,80,40.09,GadgetWorld,Wireless Earbuds Air
196.96,98,8.78,AudioMasters,Headphones Studio
834.03,68,90.45,GadgetWorld,Wireless Earbuds Pro
70.7,88,3.2,AudioMasters,Headphones Elite
250.44,80,36.74,GadgetWorld,Wireless Earbuds Air
859.14,55,37.82,ElectroTech,Smartphone X201
788.89,58,46.94,ElectroTech,Smartphone X204
845.97,57,43.53,ElectroTech,Smartphone X206
74.06,95,7.79,OfficePlus,Mouse Compact
485.98,75,49.87,HomeSystems,"Smart TV 65"""
51.19,99,5.03,HomeSystems,"Smart TV 50"""
500.96,68,68.64,HomeSystems,"Smart TV 32"""
666.31,66,47.62,OfficePlus,Mouse Gaming
110.61,94,7.47,AudioMasters,Headphones Pro
752.24,47,60.7,OfficePlus,Mouse Wireless
415.81,68,53.66,GadgetWorld,Wireless Earbuds Lite
848.42,61,109.1,HomeSystems,"Smart TV 43"""
236.22,91,6.83,OfficePlus,Mouse Wireless
1077.5,40,88.97,ElectroTech,Smartphone X204
384.54,68,34.41,AudioMasters,Headphones Studio
1099.34,61,106.39,ElectroTech,Smartphone X201
851.6,54,124.28,GadgetWorld,Wireless Earbuds Pro
868.92,45,49.45,OfficePlus,Mouse Wireless
897.75,51,73.96,ElectroTech,Smartphone X201
818.38,57,117.52,HomeSystems,"Smart TV 55"""
119.82,98,7.77,OfficePlus,Mouse Compact
148.85,98,7.39,HomeSystems,"Smart TV 50"""
977.4,43,125.18,GadgetWorld,Wireless Earbuds Lite
965.11,63,35.25,HomeSystems,"Smart TV 43"""
114.63,90,5.82,GadgetWorld,Wireless Earbuds Lite
80.51,84,5.76,AudioMasters,Headphones Pro
984.74,43,80.14,OfficePlus,Mouse Compact
77.24,95,5.02,OfficePlus,Mouse Compact
909.91,46,27.94,OfficePlus,Mouse Ergo
326.91,87,9.57,AudioMasters,Headphones Pro
356.49,81,31.84,AudioMasters,Headphones Elite
56.41,122,7.86,AudioMasters,Headphones Elite
267.25,89,38.6,AudioMasters,Headphones Elite
824.8,60,33.62,ElectroTech,Smartphone X203
238.08,83,11.29,HomeSystems,"Smart TV 32"""
307.73,88,9.49,GadgetWorld,Wireless Earbuds Pro
540.85,57,80.62,OfficePlus,Mouse Compact
797.49,66,17.89,OfficePlus,Mouse Compact
292.26,95,23.19,AudioMasters,Headphones Pro
304.27,73,30.59,HomeSystems,"Smart TV 50"""
173.68,99,23.16,GadgetWorld,Wireless Earbuds Pro
290.19,103,11.53,GadgetWorld,Wireless Earbuds Pro
800.76,68,36.07,ElectroTech,Smartphone X205
87.48,94,11.61,OfficePlus,Mouse Gaming
821.58,63,117.61,ElectroTech,Smartphone X211
969.9,54,113.98,ElectroTech,Smartphone X209
342.52,78,36.19,AudioMasters,Headphones Pro
873.54,62,69.23,ElectroTech,Smartphone X211
503.22,83,33.02,GadgetWorld,Wireless Earbuds Max
169.02,97,17.21,AudioMasters,Headphones Pro
992.17,43,23.08,OfficePlus,Mouse Compact
927.66,52,88.76,ElectroTech,Smartphone X213
366.65,85,41.6,HomeSystems,"Smart TV 50"""
696.64,57,99.3,ElectroTech,Smartphone X209
774.81,56,35.57,ElectroTech,Smartphone X207
119.92,96,14.56,GadgetWorld,Wireless Earbuds Pro
365.02,99,16.87,AudioMasters,Headphones Pro
537.05,89,48.98,GadgetWorld,Wireless Earbuds Max
745.8,53,73.91,OfficePlus,Mouse Gaming
341.76,65,39.7,OfficePlus,Mouse Ergo
621.16,59,57.06,OfficePlus,Mouse Gaming
78.06,88,9.4,HomeSystems,"Smart TV 32"""
807.95,62,69.38,ElectroTech,Smartphone X207
144.52,93,15.1,AudioMasters,Headphones Pro
663.88,69,61.72,ElectroTech,Smartphone X211
364.24,93,10.44,HomeSystems,"Smart TV 32"""
260.92,95,33.27,GadgetWorld,Wireless Earbuds Max
251.79,90,37.65,HomeSystems,"Smart TV 32"""
397.06,79,39.17,AudioMasters,Headphones Travel
562.55,83,66.38,OfficePlus,Mouse Gaming
212.96,91,25.8,AudioMasters,Headphones Travel
813.75,49,37.69,ElectroTech,Smartphone X206
980.19,69,134.15,GadgetWorld,Wireless Earbuds Max
233.36,88,28.38,AudioMasters,Headphones Elite
490.16,68,43.17,ElectroTech,Smartphone X209
94.4,94,5.99,AudioMasters,Headphones Studio
410.51,93,8.69,OfficePlus,Mouse Compact
923.79,47,136.43,HomeSystems,"Smart TV 32"""
370.9,91,38.96,HomeSystems,"Smart TV 55"""
251.86,87,25.01,OfficePlus,Mouse Gaming
778.98,73,89.21,HomeSystems,"Smart TV 65"""
337.42,86,30.98,AudioMasters,Headphones Studio
835.39,59,112.64,HomeSystems,"Smart TV 55"""
210.01,71,10.36,OfficePlus,Mouse Gaming
554.49,66,66.2,GadgetWorld,Wireless Earbuds Lite
797.13,53,46.75,OfficePlus,Mouse Wireless
600.41,75,32.61,HomeSystems,"Smart TV 55"""
354.31,85,47.64,HomeSystems,"Smart TV 32"""
420.5,78,41.78,GadgetWorld,Wireless Earbuds Lite
305.26,89,31.99,AudioMasters,Headphones Studio
903.53,58,99.99,ElectroTech,Smartphone X211
47.57,114,6.53,OfficePlus,Mouse Wireless
1005.86,35,135.14,ElectroTech,Smartphone X201
1014.94,52,80.81,ElectroTech,Smartphone X201
835.85,52,29.37,ElectroTech,Smartphone X201
385.49,67,11.07,GadgetWorld,Wireless Earbuds Pro
438.89,87,61.04,GadgetWorld,Wireless Earbuds Lite
477.14,75,63.68,HomeSystems,"Smart TV 65"""
823.19,55,55.17,ElectroTech,Smartphone X207
484.24,68,48.47,OfficePlus,Mouse Compact
296.58,104,24.63,GadgetWorld,Wireless Earbuds Lite
241.16,75,17.54,AudioMasters,Headphones Pro
945.06,54,75.56,ElectroTech,Smartphone X214
930.62,48,56.63,OfficePlus,Mouse Ergo
593.09,74,62.75,GadgetWorld,Wireless Earbuds Air
75.25,97,9.73,AudioMasters,Headphones Travel
522.7,89,27.07,OfficePlus,Mouse Wireless
306.96,82,38.49,AudioMasters,Headphones Elite
886.58,58,40.05,ElectroTech,Smartphone X205
954.59,54,28.6,GadgetWorld,Wireless Earbuds Lite
77.96,87,4.79,AudioMasters,Headphones Pro
782.08,68,24.28,ElectroTech,Smartphone X214
619.53,74,78.5,OfficePlus,Mouse Gaming
532.78,73,18.45,HomeSystems,"Smart TV 55"""
119.9,97,6.25,AudioMasters,Headphones Travel
113.61,100,13.9,AudioMasters,Headphones Pro
720.41,55,98.59,GadgetWorld,Wireless Earbuds Lite
80.68,78,9.23,AudioMasters,Headphones Elite
574.35,68,23.47,OfficePlus,Mouse Ergo
229.02,75,10.18,GadgetWorld,Wireless Earbuds Air
173.77,96,14.15,HomeSystems,"Smart TV 32"""
375.11,88,37.54,HomeSystems,"Smart TV 43"""
822.02,52,104.29,OfficePlus,Mouse Ergo
1115.78,44,38.13,ElectroTech,Smartphone X208
71.76,109,9.43,AudioMasters,Headphones Studio
648.77,57,84.61,GadgetWorld,Wireless Earbuds Air
447.11,79,61.98,OfficePlus,Mouse Ergo
1204.45,48,53.09,ElectroTech,Smartphone X203
744.92,57,41.47,ElectroTech,Smartphone X205
593.19,78,62.19,HomeSystems,"Smart TV 55"""
375.77,82,20.41,OfficePlus,Mouse Compact
87.28,104,4.83,AudioMasters,Headphones Studio
925.99,58,92.87,GadgetWorld,Wireless Earbuds Max
93.97,116,4.92,AudioMasters,Headphones Studio
25.4,120,1.09,OfficePlus,Mouse Ergo
268.25,87,15.73,OfficePlus,Mouse Gaming
314.47,97,23.33,OfficePlus,Mouse Wireless
854.11,51,119.93,OfficePlus,Mouse Wireless
1078.87,44,134.12,ElectroTech,Smartphone X202
257.32,91,35.2,AudioMasters,Headphones Travel
601.25,83,58.6,HomeSystems,"Smart TV 65"""
125.14,77,18.16,OfficePlus,Mouse Ergo
221.64,91,9.57,AudioMasters,Headphones Studio
418.27,77,59.73,GadgetWorld,Wireless Earbuds Pro
550.37,69,38.27,ElectroTech,Smartphone X211
735.68,59,99.76,GadgetWorld,Wireless Earbuds Max
774.33,56,29.34,HomeSystems,"Smart TV 43"""
818.51,72,106.57,ElectroTech,Smartphone X213
83.42,100,11.03,GadgetWorld,Wireless Earbuds Pro
298.26,79,41.07,GadgetWorld,Wireless Earbuds Pro
412.79,85,16.92,GadgetWorld,Wireless Earbuds Air
797.17,62,57.03,ElectroTech,Smartphone X213
916.98,51,118.5,ElectroTech,Smartphone X200
319.28,83,9.86,AudioMasters,Headphones Studio
172.73,106,15.09,AudioMasters,Headphones Travel
320.66,75,44.32,AudioMasters,Headphones Elite
104.23,95,10.49,AudioMasters,Headphones Studio
838.06,72,24.5,OfficePlus,Mouse Compact
217.45,107,24.21,OfficePlus,Mouse Compact
52.77,82,4.3,OfficePlus,Mouse Gaming
648.03,69,78.84,HomeSystems,"Smart TV 43"""
335.5,95,37.47,OfficePlus,Mouse Ergo
461.22,84,21.75,GadgetWorld,Wireless Earbuds Pro
56.35,88,5.69,HomeSystems,"Smart TV 43"""
459.76,87,22.79,OfficePlus,Mouse Compact
614.84,78,57.0,OfficePlus,Mouse Compact
643.13,55,21.46,OfficePlus,Mouse Wireless
657.0,58,70.3,GadgetWorld,Wireless Earbuds Pro
731.4,76,65.9,ElectroTech,Smartphone X213
387.49,89,55.16,OfficePlus,Mouse Gaming
23.77,101,3.38,GadgetWorld,Wireless Earbuds Lite
735.73,60,16.29,OfficePlus,Mouse Ergo
661.69,67,13.8,OfficePlus,Mouse Gaming
853.6,52,42.35,ElectroTech,Smartphone X210
379.11,95,54.04,HomeSystems,"Smart TV 55"""
1022.05,56,131.56,ElectroTech,Smartphone X213
593.76,77,42.54,ElectroTech,Smartphone X205
712.22,58,58.09,HomeSystems,"Smart TV 65"""
963.82,44,119.65,ElectroTech,Smartphone X214
247.92,79,14.75,AudioMasters,Headphones Studio
229.78,92,25.87,AudioMasters,Headphones Studio
440.12,85,15.14,HomeSystems,"Smart TV 43"""
